Number,ID,Created At,Text,Sentiment,Likes
4104,1.82E+18,Fri Jul 26 08:27:30 +0000 2024,"Save chair in budget: ◆ What did the youth of the country get? ◆ What did the common man get? ◆ What did women get? ◆ What did the Salaried Class get? ◆ What did the farmers and laborers get? ◆ What did the poor of the country get? = Empty pot, nothing else: 
#Budget2024 https://t.co/UiNIWKUF9w",-1,1
4106,1.82E+18,Fri Jul 26 08:26:40 +0000 2024,"India's stock market opened with minor gains, with BSE Sensex up 0.16% to 80,170.88 and NSE Nifty up 0.21% to 24,458.20, after two consecutive days of losses following the Union Budget announcement. 

#StockMarket #BSE #NSE #Sensex #Nifty #UnionBudget2024 #TheStatesman https://t.co/mrdrQkxm2s",0,0
4107,1.82E+18,Fri Jul 26 08:26:31 +0000 2024,"Nasdaq: $LOBO's strategic focus on sustainability and eco-friendly manufacturing processes boosts market appeal. 

#NasdaqLOBO $UBER $CDR $NVAX $MRNA $BNTX #PermanentJewelry #FractionalCTO #AIHub #TallowCream #GroundingSheets #KamalaHarris2024 
#Budget2024 #Assassination",1,0
4108,1.82E+18,Fri Jul 26 08:25:24 +0000 2024,"Indian #stocks caught in tug-of-war between #FIIs and #DIIs after #tax tweaks in #Budget2024. 

Read more: https://t.co/fdqlZPrMAu https://t.co/zCESPIIFuW",0,16
4109,1.82E+18,Fri Jul 26 08:25:21 +0000 2024,"Dipti Deshpande shares her insights on how the Union Budget 2024 will impact fiscal consolidation and economic growth.

#UnionBudget2024 #CRISILBudgetViews #Economy https://t.co/83NHVggy1v",0,1
4112,1.82E+18,Fri Jul 26 08:21:53 +0000 2024,"@nyksindia ""Creating Opportunities: Union Budget 2024 Prioritizes Youth Development """,1,5
4114,1.82E+18,Fri Jul 26 08:20:11 +0000 2024,"Tuesday: The Union Budget 2024-25 was presented.

Wednesday: Got stuck in traffic

Thursday: Rained heavily in Bengaluru

Friday: ITR needs to be filed

Really bad week going.

#IncomeTax",-1,0
4115,1.82E+18,Fri Jul 26 08:19:09 +0000 2024,"“From Vision to Reality: Union Budget 2024 and the Youth Revolution!”
This new initiative includes 3 strategic schemes under the 'Employment Linked Incentive,' aimed at driving job creation and skill development of Youth 
 #UnionBudget2024  #EPFO  #EmployeeBenefits 
@nyksindia https://t.co/Mv7NIRyBbP",1,6
4117,1.82E+18,Fri Jul 26 08:18:10 +0000 2024,"Looks like the equity market is recovering from the #STT and #LTCG tax shocker in #Budget2024 
@Dipak_Journo @NewIndianXpress https://t.co/HO8ktY3DNH",1,0
4118,1.82E+18,Fri Jul 26 08:17:43 +0000 2024,"Dr. @agulati115 in an exclusive chat with @sardesairajdeep, @IndiaToday, spoke about the need for agriculture to be #climatesmart and #climateresilient.  Switching to high value agriculture is the key to raising the farm incomes.
#Budget2024 

https://t.co/02Tt6nQSor",0,0
4119,1.82E+18,Fri Jul 26 08:16:17 +0000 2024,"Yes, it is, but let's be clear: your tweet is an attempt to mask @BJP4India's failure and redirect public anger against #Budget2024. Hurting the middle class with more taxes and later resorting to jingoism won't win you elections. #Accountability #MiddleClass @AlphaVictorVA",-1,0
4121,1.82E+18,Fri Jul 26 08:15:28 +0000 2024,"To eliminate Sickle Cell Disease in the country, the government has set a target to screen 7 crore people in the age group of 0-40 years till the next one year: Prataprao Jadhav in #RajyaSabha 

#BudgetSession2024",1,9
4122,1.82E+18,Fri Jul 26 08:14:42 +0000 2024,"The #UnionBudget,
#UnionBudget24,
#UnionBudget2024 Prepared By
@nsitharaman,
@nsitharamanoffc Is 
A #Disaster4MiddleClass,
#Disaster_4_Middle_Class.,

Like @mookambika_rath Is
A #Disaster4Maiam,
#Disaster_4_Maiam. https://t.co/mgO2m4GiJY",-1,1
4123,1.82E+18,Fri Jul 26 08:14:20 +0000 2024,"Modi govt is prioritising tax revenue growth over country’s gross economic growth. Govt revenues rose by 70.7% in the last three years whereas country’s economic growth is 48.4%(current prices). Govt revenue collection is increasing at faster pace than people's income
#Budget2024",-1,4
4125,1.82E+18,Fri Jul 26 08:12:41 +0000 2024,"#News| Building a stronger India: Mr. @NeerajAkhoury, President of CMA, lauds the Union Budget 2024-25 for its transformative approach. 

With a ₹11 lakh crore capital expenditure planned, the cement sector anticipates increased demand. 

The budget's focus on infrastructure https://t.co/CP8HoKWMwq",1,1
4126,1.82E+18,Fri Jul 26 08:12:36 +0000 2024,"*""Building Futures: Union Budget 2024 Paves the way for Youth Success!""*
#UnionBudget2024 
#BusinessGrowth #EPFO #EmployeeBenefits https://t.co/iq4z31uElt",1,0
4127,1.82E+18,Fri Jul 26 08:11:58 +0000 2024,"Budget 2024 Is 'Futuristic', Focuses On Economic Recovery: Nirmala Sitharaman

#Budget2024 #Budget #NirmalaSitharaman #Economy

https://t.co/vxRONHTIiP",1,1
4133,1.82E+18,Fri Jul 26 08:10:35 +0000 2024,"A New Dawn for Youth: Union Budget 2024 Drives Change and Growth
@FinMinIndia @mansukhmandviya @nyksindia @NMahendragarh https://t.co/DegVhdRX2b",1,1
4136,1.82E+18,Fri Jul 26 08:08:52 +0000 2024,"Parliament Session LIVE Updates: Proceedings in both Lok Sabha and Rajya Sabha on Friday have been chaotic, with protests and disruptions. #parliamentsession2024 #BudgetSession2024 @LokSabhaSectt 
For more updates, follow the link below: 
https://t.co/qdhQ7WmjSd",-1,0
4140,1.82E+18,Fri Jul 26 08:07:33 +0000 2024,"This new initiative includes 3 strategic schemes under the 'Employment Linked Incentive,' aimed at driving job creation and skill development of  Youth
#UnionBudget2024 #EmployeeBenefits #epfo
@nyksindia @YASMinistry https://t.co/b3CPtR64cE",1,10
4141,1.82E+18,Fri Jul 26 08:07:20 +0000 2024,"Building Futures: Union Budget 2024 Paves the Way for Youth Success!

The Union Budget 2024-25:  Employers, get reimbursed up to ₹3,000 per month for 2 years towards EPFO contributions for each additional employee.

#Budget2024 #BudgetForViksitBharat #NYKS #MyBharat https://t.co/9e1nsuDHPh",1,184
4142,1.82E+18,Fri Jul 26 08:07:11 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 announces the creation of the Anusandhan National Research Fund with a ₹1 lakh crore pool. This fund aims to boost private sector-led research and innovation, focusing on basic research and prototype development.
via NaMo App",1,0
4144,1.82E+18,Fri Jul 26 08:07:05 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 introduces key land reforms: improved land administration, unique IDs for rural land parcels, and a new land registry for rural areas.
via NaMo App",1,0
4145,1.82E+18,Fri Jul 26 08:06:58 +0000 2024,"#BudgetForViksitBharat
In labour reforms, the Union Budget 2024-25 proposes integrating the e-Shram portal with other platforms to offer a comprehensive labour services solution. This will include connecting job seekers with employers and skill providers.
via NaMo App",1,0
4146,1.82E+18,Fri Jul 26 08:06:53 +0000 2024,"#BudgetForViksitBharat
Major boost for the space economy in the Union Budget 2024! The space sector will expand fivefold in the next decade, with an additional ₹1,000 crore announced to fuel growth and innovation.
via NaMo App",1,0
4147,1.82E+18,Fri Jul 26 08:06:47 +0000 2024,"#BudgetForViksitBharat
Big news for tribal communities in the Union Budget 2024-25! The PM Janjatiya Unnat Gram Abhiyan will cover 63,000 villages and benefit 5 crore tribal people, marking a transformative step towards holistic development.
via NaMo App",1,1
4149,1.82E+18,Fri Jul 26 08:06:31 +0000 2024,"#Budget2024 never favours the middle class man. All the budget favours the business people, farmers not a middle class. Most of the youth is in private sector and almost 3-4month salary is taken by govt. Job people paying the more taxes then the business man who earns in CRs.",-1,0
4151,1.82E+18,Fri Jul 26 08:05:40 +0000 2024,"#BudgetForViksitBharat
The Union Budget 2024-25 extends the services of the Centre for Processing Accelerated Corporate Exit to facilitate the voluntary closure of LLPs.
via NaMo App",1,0
4152,1.82E+18,Fri Jul 26 08:05:02 +0000 2024,"The Union #Budget2024 includes a significant boost to skilling with the Prime Minister's Package. Over the next 05 years, 1000 ITIs will be upgraded in hub &amp; spoke arrangements that will empower youth of our country.
#BudgetForViksitBharat #BudgetForYouth #MYBharat
#nykgurgaon https://t.co/CKm1VsU5RE",1,2
4154,1.82E+18,Fri Jul 26 08:04:20 +0000 2024,"Creating Opportunities: Union Budget 2024 Prioritizes Youth Development!

Employees and employers in the manufacturing sector can now enjoy incentives for the first 4 years of employment. Strengthening industry and creating jobs! 

 #Budget2024 #BudgetForViksitBharat #NYKS https://t.co/ZHAiDFSW50",1,180
4155,1.82E+18,Fri Jul 26 08:04:14 +0000 2024,"The Union Budget 2024-25: 
Introducing the PM's Package for Youth Employment &amp; Skilling!
This new initiative includes 3 strategic schemes under the 'Employment Linked Incentive' aimed at driving job creation and skill development of Youth 
 #UnionBudget2024 
@nyksindia 
@nyks_up",1,0
4156,1.82E+18,Fri Jul 26 08:03:58 +0000 2024,"Shaping Tomorrow: Union Budget 2024’s Bold Steps for Youth
@mansukhmandviya @nyksindia @NMahendragarh @PIB_India https://t.co/qGOorI0Unf",1,0
4157,1.82E+18,Fri Jul 26 08:02:41 +0000 2024,"Empowering Tomorrow: Union Budget 2024 Invests in Youth Today!”

Get up to ₹15,000 directly in your account when you register with EPFO for the first time.
For More details : https://t.co/O2YVSaEWky…).

#Budget2024 #BudgetForViksitBharat #NYKS #MYBharat https://t.co/hfVxdDLRpV",1,3
4158,1.82E+18,Fri Jul 26 08:02:35 +0000 2024,"What congress has done in the name of secularism.
Same BJP is doing in the name of development to the Middle class citizens.
#Budget2024",-1,0
4166,1.82E+18,Fri Jul 26 08:00:01 +0000 2024,"Building Futures: Union Budget 2024 Paves the Way for Youth Success!”**
@mansukhmandviya @nyksindia @mybharatgov https://t.co/gUDW2EdC4e",1,0
4167,1.82E+18,Fri Jul 26 07:59:56 +0000 2024,#Budget2024 is the worst budget of the country ever officially! @nsitharaman @nsitharamanoffc what have you done? What you guys say pre election and what you do post winning are completely opposite. You are promoting black money and making whole in  pockets of honest tax payers.,-1,0
4170,1.82E+18,Fri Jul 26 07:58:26 +0000 2024,Building Futures: Union Budget 2024 Paves the Way for Youth Success!”**,1,0
4171,1.82E+18,Fri Jul 26 07:58:25 +0000 2024,"""Empowering Tomorrow: Union Budget 2024 Invests in Youth Today!”

Get up to ₹15,000 directly in your account when you register with EPFO for the first time.
For More details : https://t.co/ivjAYRv7Km…).

#Budget2024 #BudgetForViksitBharat #NYKS #MYBharat https://t.co/wqh1XOqh2t",1,139
4173,1.82E+18,Fri Jul 26 07:56:29 +0000 2024,"Our leader, Chirag Jain, highlights key changes in the Union Budget 2024, focusing on advancements in agriculture, and advocating increased investment in food processing as a vital pathway to boost farmers' incomes.
Know more: https://t.co/B4LX9vPwWX

#UnionBudget2024 #GTonBudget https://t.co/PLVSfZmCJp",1,0
4174,1.82E+18,Fri Jul 26 07:56:20 +0000 2024,"🧵 With the #UnionBudget2024 setting the stage for 'Viksit Bharat,' certain sectors are primed for growth. 📈 https://t.co/FpwqTn7v7V",1,14
4179,1.82E+18,Fri Jul 26 07:55:02 +0000 2024,"There is ‘peanut provision’ in the 2024 Union Budget for UP at a time when education, health and employment in the most populous province in the country desperately needs to be upgraded.

@mehrujaffer writes: 

READ HERE: https://t.co/XvBplg2Sko 

#UnionBudget2024 https://t.co/E14pRvX97g",0,2
4180,1.82E+18,Fri Jul 26 07:54:09 +0000 2024,Shaping Tomorrow: Union Budget 2024’s Bold Steps for Youth Advancement!” https://t.co/H1bqLZFsE2,1,0
4181,1.82E+18,Fri Jul 26 07:53:53 +0000 2024,The Union Budget 2024-25: Employees and employers in the manufacturing sector can now enjoy incentives for the first 4 years of employment. Strengthening industry and creating jobs!     #Budget2024 #BudgetForViksitBharat #NYKS #Mybharat https://t.co/bP7O9qZTap,1,0
4182,1.82E+18,Fri Jul 26 07:53:44 +0000 2024,"The Union Budget 2024-25:  Employers, get reimbursed up to ₹3,000 per month for 2 years towards EPFO contributions for each additional employee. Expand your team and grow your business!
For details : https://t.co/sXwKPotOTF.PressReleaseIf…).
 #Budget2024 #mybharat https://t.co/crLLDE59s5",1,4
4183,1.82E+18,Fri Jul 26 07:53:41 +0000 2024,Shaping Tomorrow: Union Budget 2024’s Bold Steps for Youth Advancement! https://t.co/WbLban27og,1,0
4184,1.82E+18,Fri Jul 26 07:53:02 +0000 2024,"The Union Budget 2024-25: 
A gift to the Youth of Nation
Introducing the Prime Minister's Package for Youth Employment &amp; Skilling!This new initiative includes 3 strategic schemes under the 'Employment Linked Incentive,' aimed at driving job creation and skill development of Youth https://t.co/OaEWgdGew5",1,4
4185,1.82E+18,Fri Jul 26 07:52:50 +0000 2024,"**“Future Ready: Union Budget 2024’s Commitment to Youth Empowerment!”**
#NYKS #MyBharat https://t.co/EKZt1e9zzu",1,1
4188,1.82E+18,Fri Jul 26 07:52:19 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024: Paving the Path for a Digitally Empowered India
via NaMo App https://t.co/CrLO7skRUQ",1,0
4189,1.82E+18,Fri Jul 26 07:51:29 +0000 2024,Where's the budget allocation for Odisha? BJP's true colors revealed. #Odisha #Budget2024 https://t.co/58zCzl2Svb,-1,0
4191,1.82E+18,Fri Jul 26 07:51:28 +0000 2024,"Empowering Tomorrow: Union Budget 2024 Invests in Youth Today!

The Prime Minister's Package for Youth Employment &amp; Skilling!

This new initiative incl. 3 strategic schemes under 'Employment Linked Incentive,' aimed at driving job creation &amp; skill dev. of Youth 
 #UnionBudget2024 https://t.co/5liFxXinBu",1,2
4192,1.82E+18,Fri Jul 26 07:51:14 +0000 2024,"Investing in Youth: Union Budget 2024 Takes a Giant Leap Forward!”**
#NYKS #MyBharat #Dr.MansukhMandaviya https://t.co/VPih47l73U",1,1
4193,1.82E+18,Fri Jul 26 07:51:13 +0000 2024,"https://t.co/rZfvtf0odY 
The Union Budget 2024-25 introduces several significant initiatives for the automobile industry, focusing on electric vehicles (EVs).
#unionbudget2024 #automobileindustry #electricvehicles #evs #hybridtechnology #sustainabletransportation #evinitiative",1,0
4194,1.82E+18,Fri Jul 26 07:51:12 +0000 2024,"By addressing income opportunities, disparities in regional development, supply chain ecosystem, and next-generation reforms—#Budget2024 ticks the right boxes. I write in @EconomicTimes.

#ViksitBharat https://t.co/wKKW2RAI3I",1,1
4195,1.82E+18,Fri Jul 26 07:51:06 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25: Enhanced Shram Suvidha and Samadhan Portals.
via NaMo App https://t.co/IIJX7u5Hxu",1,0
4196,1.82E+18,Fri Jul 26 07:50:58 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25: Opportunities in Industry.
via NaMo App https://t.co/ielSmrFHAF",1,0
4197,1.82E+18,Fri Jul 26 07:50:56 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25: Opportunities in Viksit Bharat.
via NaMo App https://t.co/Ag6Bp05APR",1,0
4198,1.82E+18,Fri Jul 26 07:50:51 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25: Opportunities in Urban Centers.
via NaMo App https://t.co/QsHOBaSkTR",1,0
4199,1.82E+18,Fri Jul 26 07:50:45 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25: Opportunities in Eastern India.
via NaMo App https://t.co/rjqCbMGSyW",1,0
4202,1.82E+18,Fri Jul 26 07:49:35 +0000 2024,Budget 2024: The government is rolling out ₹1.5 lakh crore in interest-free loans for infrastructure projects across states! This move aims to boost development and maintain strong support over the next five years. #Budget2024 #Infrastructure #Development #sonaconstruction,1,0
4203,1.82E+18,Fri Jul 26 07:48:49 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25: Accelerated Infrastructure Growth.
via NaMo App https://t.co/8dZFIdPWP5",1,0
4206,1.82E+18,Fri Jul 26 07:48:11 +0000 2024,"The Union #Budget2024 includes a significant boost to skilling with the Prime Minister's Package. Over the next 05 years, 1000 ITIs will be upgraded in hub &amp; spoke arrangements that will empower youth of our country.  #BudgetForViksitBharat #NSSIndia #budgetforyouth @_NSSIndia https://t.co/FNuifcJ6Qw",1,4
4209,1.82E+18,Fri Jul 26 07:47:53 +0000 2024,"#BudgetForViksitBharat
Union Budget 2024-25: Significant Advancements in Energy Security!
via NaMo App https://t.co/WpK24k6J6S",1,0
